0.0199, 17.4523
0.0227, 18.9146
0.0255, 19.455
0.0282, 21.0127
0.0307, 21.3624
0.0338, 22.3479
0.0366, 23.2062
0.039, 23.6512
0.0418, 22.9201
0.0446, 23.079
0.0473, 22.761
0.0501, 22.761
0.0529, 22.2843
0.0557, 21.9982
0.0584, 21.2988
0.0609, 20.9173
0.0637, 20.5041
0.0665, 20.5995
0.0692, 19.8365
0.072, 18.9146
0.0745, 18.4696
0.0775, 18.5332
0.0825, 18.9146
0.08, 18.1517
0.0856, 18.1835
0.0883, 18.406
0.0914, 17.0708
0.0966, 17.8338
0.0994, 17.2934
0.0939, 16.4668
0.1019, 16.4668
0.1074, 17.0708
0.1047, 15.7993
0.1102, 15.1635
0.113, 15.386
0.1182, 15.0999
0.1157, 14.5913
0.1213, 14.7184
0.1241, 14.9409
0.132, 14.8456
0.1293, 14.4005
0.1265, 13.8919
0.1348, 13.8283
0.1376, 13.8601
0.1432, 14.1461
0.1404, 12.6839
0.1456, 13.4469
0.1484, 13.1926
0.1512, 13.4151
0.154, 12.1753
0.1564, 12.4932
0.1592, 12.8429
0.162, 11.8574
0.165, 12.3978
0.1675, 12.5886
0.1733, 12.4296
0.1703, 11.1262
0.1758, 11.0627
0.1789, 10.999
0.1816, 11.0627
0.1841, 10.8719
0.1869, 10.0136
0.1894, 11.1262
0.1922, 11.7938
0.1949, 10.6812
0.1977, 10.8719
0.2005, 10.2044
0.2035, 10.0772
0.2063, 10.5223
0.2088, 11.0945
0.2116, 11.6667
0.2143, 10.1408
0.2168, 9.2825
0.2199, 10.109
0.2226, 10.0136
0.2251, 9.2825
0.2279, 8.297
0.2362, 9.0599
0.2415, 8.9964
0.2304, 10.4905
0.2334, 10.3951
0.2498, 9.1553
0.2442, 8.4242
0.2387, 7.4069
0.2469, 7.7884
0.2525, 8.7738
0.2553, 8.9964
0.2581, 8.0745
0.2608, 8.3606
0.2633, 8.1063
0.2689, 7.8837
0.2713, 8.6149
0.2772, 9.1553
0.2797, 8.8374
0.2661, 6.8347
0.2744, 7.5341
0.2824, 7.8837
0.2852, 7.7566
0.2934, 7.4069
0.2907, 8.1381
0.296, 7.9473
0.2991, 8.8374
0.288, 9.3143
0.3043, 8.1381
0.3071, 7.7248
0.3014, 6.8665
0.3098, 6.644
0.3154, 7.1526
0.3209, 7.7566
0.3237, 6.5486
0.329, 7.0254
0.3317, 8.2016
0.3345, 7.5657
0.3373, 7.248
0.3425, 6.6757
0.3458, 6.6757
0.3483, 6.4532
0.3397, 6.0718
0.3262, 5.9445
0.3182, 5.5631
0.3126, 9.3778
0.3508, 5.5949
